x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
2,8,104062,102688,1,1,1
4,6,38221,6709,8,3,3
5,7,97582,30108,6,1,1
5,8,56522,14870,19,7,2
5,8,56798,11816,7,3,2
6,7,62198,30494,10,1,1
6,8,37989,13462,9,3,3
6,8,79010,20162,7,1,1
6,24,41081,12362,11,4,1
6,63,49181,15704,7,3,1
7,4,47921,14977,6,1,1
7,24,57632,14944,8,2,2
7,25,7209,2344,570,4,1
7,25,89037,93587,4,1,1
7,26,40442,7827,12,1,1
7,44,40517,14920,7,1,1
7,44,50612,17859,4,1,1
8,0,30373,9787,11,1,1
8,1,32815,10714,9,49,4
8,2,59309,14992,7,1,1
8,3,79386,19833,9,7,2
8,6,48484,10568,8,7,5
8,10,18077,1910,17,1,1
8,12,13146,1153,34,3,1
8,19,93017,93976,4,1,1
8,19,126717,37381,3,3,2
8,51,47853,9976,8,1,1
8,51,5006,4915,10,3,2
9,1,16046,29361,16,2,1
9,3,724877,631848,3,1,1
9,4,55346,14018,12,4,1
9,6,31848,10098,8,1,1
9,7,28992,6105,7,9,3
9,12,42995,55048,5,1,1
9,14,106966,93772,4,1,1
9,17,118478,106769,5,5,3
9,18,96570,93732,3,2,1
9,29,27581,1865,8,1,1
9,46,4037,1149,669,1,1
9,51,87110,44858,7,6,4
10,7,10637,5182,7,1,1
10,17,1104,445,155,1,1
10,48,23370,5564,337,7,2
10,49,45121,10740,235,4,3
10,50,60483,25371,4,3,2
10,51,36271,10867,9,7,4
11,6,44460,24307,10,4,3
11,7,20158,24418,57,2,2
11,15,32473,40854,84,1,1
11,16,50183,53520,6,1,1
11,22,81034,30213,16,1,1
11,25,21854,2764,11,2,2
11,48,3521,1387,657,3,1
11,49,94597,19637,8,1,1
11,50,48062,15467,8,1,1
12,5,42478,10065,8,2,2
12,6,46576,15566,7,15,5
12,7,61953,21693,40,7,5
12,8,35824,10738,12,9,5
12,8,104547,67389,6,10,5
12,12,264099,281421,3,1,1
12,13,370875,486362,3,1,1
12,30,21697,4511,10,3,2
12,31,55802,11898,11,2,2
13,6,338302,384977,1,3,2
13,8,87493,61953,3,16,4
13,9,40557,12810,19,6,5
13,9,95988,103687,4,20,9
13,10,53291,42498,7,7,3
13,13,63724,18706,8,7,1
13,13,106660,124564,3,3,3
13,30,14867,4233,11,2,1
13,31,73825,38144,7,7,4
13,32,45600,19215,8,10,3
14,10,60932,59413,4,8,3
14,32,82513,241460,2,2,1
14,37,82485,109509,7,4,1
14,37,34559,29876,217,4,2
15,33,72336,224072,2,4,3
15,33,28110,5290,5,2,1
15,35,85500,70935,7,8,5
15,35,189931,645668,3,1,1
15,36,46553,32014,5,18,4
15,36,84359,114662,6,83,18
16,34,79628,93964,4,1,1
16,34,47663,67508,5,9,2
16,35,79337,96637,5,123,16
16,35,31953,46538,3,2,2
16,36,84401,93879,3,42,11
17,34,67995,71450,3,15,5
17,35,118947,204741,8,5,3
19,3,14545,741,92,1,1
21,37,57192,22926,9,3,2
21,37,42063,14823,11,4,3
21,38,37301,12178,14,2,1
22,36,32866,10891,7,6,3
22,37,57009,16379,10,6,3
22,37,20027,5708,7,1,1
23,36,54688,14451,9,2,1
23,37,35790,3065,8,1,1
28,53,98310,98505,3,2,1
31,46,3778,368,126,1,1
33,60,57349,15095,7,1,1
39,37,65848,15016,6,1,1
39,38,39349,11471,17,7,4
39,39,64400,21423,9,6,4
39,41,69985,14146,6,4,2
39,41,28505,16950,13,7,3
40,37,50031,12046,8,27,7
40,38,40729,12373,16,20,5
40,39,49448,15696,9,2,2
40,39,84240,20146,8,1,1
40,40,35347,7553,10,2,2
40,40,31187,14414,9,1,1
40,41,91996,20911,12,1,1
41,36,65481,47144,5,7,4
41,36,43537,15476,7,2,2
41,37,36782,7461,12,27,3
41,38,43795,9708,7,17,3
41,38,58460,19890,8,23,5
41,39,37291,9825,10,1,1
41,39,55407,17973,9,3,2
41,40,25668,5182,9,2,1
41,41,42593,10398,6,1,1
41,42,59442,17374,15,2,2
42,36,85922,164867,9,4,2
42,37,72947,82956,7,7,4
42,37,42751,9247,8,8,6
42,38,27685,13358,14,7,3
43,35,103033,317166,3,1,1
43,37,37206,10518,10,9,3
43,46,33872,16664,3,1,1
43,52,18279,17822,11,1,1
45,32,65843,30158,8,1,1
46,31,78338,29679,8,11,1
46,32,98352,30001,6,1,1
54,55,25527,4603,10,1,1
55,57,13525,11586,9,4,2
55,58,25766,8924,11,3,2
55,59,18256,10939,10,1,1
56,57,9483,7694,25,1,1
57,78,4857,410,13,1,1
58,79,4635,336,13,1,1
59,77,37204,9947,8,1,1
59,77,67185,15050,8,5,1
59,78,53013,22084,11,3,2
87,57,21831,5563,8,1,1
