x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,11,10960,5056,27
0,20,6519,1973,54
0,74,6886,6820,5
1,13,257483,249247,1
1,14,756,9,55
1,19,10767,5749,8
2,14,48258,64602,2
4,14,81034,85658,1
4,43,5159,2398,596
13,43,42989,23213,33
14,43,38967,17902,50
14,45,129685,111958,5
14,46,160893,100751,14
15,45,164960,143424,4
15,52,45008,15052,36
16,40,46283,17697,39
16,43,38900,25352,21
17,42,23690,35967,3
17,43,140199,119239,3
19,91,757,908,8
21,43,58990,54025,4
22,0,12157,14004,7
24,19,19519,11967,4
26,59,16592,15025,47
26,91,21149,28111,5
27,91,167921,118174,2
29,91,212247,143403,14
30,88,131397,166632,2
35,33,18349,18392,3
35,86,53347,45979,12
36,10,4072,2858,81
37,33,18260,2546,3
42,3,5604,1651,19
42,89,11665,8312,18
43,31,4100,2654,7
46,121,35825,35128,4
47,33,5843,5495,56
47,34,3991,3569,27
47,37,6157,6157,9
50,16,1872,1547,49
50,83,5179,4699,13
51,105,690,3780,84
53,89,299660,330352,2
53,92,48756,40707,5
55,86,91311,101886,13
55,88,127853,140543,5
55,89,144841,126035,5
56,88,144831,138805,9
56,89,191686,136411,6
56,105,22848,23032,8
56,120,36373,33019,5
57,86,78775,82822,5
58,69,11272,11757,7
58,83,161382,288900,1
58,85,196495,261307,10
58,86,57507,41233,14
58,88,122830,118378,6
58,89,233649,208916,7
58,91,120484,211855,15
59,86,322120,357197,3
59,88,138650,146384,30
59,89,147821,168392,3
59,91,186026,185389,6
59,92,235344,187179,3
59,126,8037,6979,5
60,83,393521,580119,3
60,85,304883,213818,1
60,91,154942,137858,11
60,92,108422,121858,4
60,94,187412,174076,2
61,71,6553,6562,13
61,86,293341,229866,5
61,88,116946,98456,2
61,89,209841,141458,6
61,95,6405,6554,9
62,22,4970,6732,7
62,89,40395,9829,27
62,91,115242,129141,4
62,92,112938,101447,6
62,94,24826,42913,3
63,92,111618,154521,3
63,95,17722,1175,15
64,88,26450,18990,24
65,89,243243,255822,3
65,91,93441,82881,3
66,97,44784,18749,4
68,7,6771,5965,11
70,7,5056,4392,14
70,20,194,1489,26
70,125,30412,6738,18
71,102,7585,1083,767
72,16,6926,6194,9
74,20,882,1974,33
74,37,3495,3390,94
74,98,20602,9191,10
75,118,204252,146366,3
76,19,4526,5942,28
77,117,51519,59980,2
77,118,106696,113889,2
77,120,230179,201103,3
78,117,154500,154920,2
78,118,70400,70934,3
78,120,93849,93854,2
78,121,258586,298101,2
78,123,7778,7797,7
78,125,39437,45902,5
79,121,99066,90382,12
79,123,177332,184756,2
80,117,112769,108147,2
80,118,188654,156546,10
80,120,285416,289610,2
81,117,153345,195944,2
81,118,105387,87031,10
81,120,106918,105805,8
81,121,109989,117679,10
82,10,99463,107262,3
82,11,41669,40385,7
82,13,188927,152788,2
82,120,259401,232199,4
82,121,112957,116565,9
82,123,247041,160003,10
82,125,92846,88569,2
84,5,174921,179084,2
84,11,68899,70539,3
85,7,488411,254144,3
85,8,45470,47267,7
85,10,63853,55999,4
85,11,149848,130588,5
85,13,68735,65021,6
86,11,135698,106375,3
87,5,5038,10033,18
87,10,94115,94009,3
87,22,2407,496,35
88,120,38062,40499,3
89,0,7365,9146,43
89,17,331247,328122,2
89,98,15460,2570,609
89,100,17442,2984,588
91,8,8993,6938,20
91,10,11094,10551,12
91,20,1215,2371,22
93,115,8359,11889,7
94,52,18105,11988,4
95,8,644,5812,40
97,121,76,635,20
100,66,24872,2932,559
108,10,10365,10903,7
108,42,2845,4169,26
108,45,64625,31833,3
110,105,5382,6096,27
111,125,10230,27947,20
112,45,1263,2230,18
113,5,16199,17488,17
114,111,174404,4853,49
116,3,16044,31903,7
116,5,14045,22357,8
117,126,5390,2239,29
120,88,14183,6928,35
121,88,5364,2222,36
