x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
2,108,409,6488,28,1,1
3,9,8495,333,19,3,1
3,14,93442,93908,4,1,1
3,107,27013,37266,9,1,1
4,98,138478,190795,11,5,1
4,107,187295,196023,10,1,1
4,108,40340,44879,11,1,1
4,110,1907,170,58,1,1
4,111,22175,13559,21,1,1
5,107,7512,27141,61,2,2
5,108,52007,202020,40,18,8
5,109,69523,233228,74,7,4
5,110,37102,86144,28,12,4
6,48,5811,279,18,12,2
6,108,100272,123801,14,23,4
6,109,24805.5,24544,112,11,4
6,110,15647.5,34652,95,9,4
6,111,15038,27557,10,8,1
7,48,98433,239035,19,2,2
7,108,85744,182183,43,3,2
7,109,85287.66666666667,244696,66,7,4
7,110,109159,246333,34,38,3
7,111,167026,485220,48,5,3
8,3,6338,3341,28,26,4
8,49,6624.666666666667,2351,114,10,5
8,108,147429,192931,8,10,1
8,109,73833,151767,10,3,2
8,110,95108,246767,42,2,2
9,2,5713,449,10,1,1
9,3,18497.5,38673,75,3,2
9,49,6558,1352,34,4,4
9,107,93006,106327,9,3,2
9,108,101630.5,290851,33,4,3
9,109,159862,267679,27,5,2
9,110,201996,201330,26,1,1
10,3,73161,53622,4,2,1
10,12,14724,10175,11,1,1
11,83,4654,15270,13,1,1
11,86,234915,217287,27,1,1
12,13,5622,4776,9,2,1
12,14,6708,6821,7,1,1
12,85,166841,139458,14,6,1
12,86,234466,208307,17,4,2
13,84,155761,329730,25,8,3
13,122,1716,378,39,1,1
14,85,40576,86147,110,9,2
14,86,343608,105056,24,3,2
19,90,10946,700,28,1,1
20,33,7797,4072,29,1,1
27,2,34762,63089,4,5,2
27,36,27411,27769,11,1,1
27,110,138611,151460,6,2,1
27,122,162892.5,420745,11,4,2
28,17,22310,26938,41,5,2
28,66,48258,53477,4,2,1
29,66,15872,21889,15,2,1
29,123,217171,343564,6,1,1
30,16,35370,59168,11,3,1
30,66,4260,355,29,1,1
30,67,36503,58349,6,5,2
31,16,44377,51427,7,1,1
31,65,99468,82819,7,4,3
31,66,84157,70979,7,1,1
31,67,48588,55390,9,1,1
31,68,188232,106672,11,13,1
32,2,5766,328,27,3,2
32,14,15270,47410,15,1,1
32,16,1304,31607,23,1,1
32,64,66925,80380,6,2,1
32,66,113256,122135,9,1,1
32,67,94278,227887,17,9,3
32,68,85921,93788,7,2,1
33,0,145993,133011,5,5,2
33,1,6051,344,48,1,1
33,2,17589.5,86695,27,3,2
33,3,34822,41447,5,38,4
