x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,5,4755,1140,14,2,1
0,96,21973,7338,18,8,1
0,98,10389,690,15,2,1
1,7,30724,10146,16,5,2
1,111,9341,2848,25,1,1
2,0,11876,4934,10,1,1
2,7,14969,3677,15,4,1
2,111,8188,496,32,2,1
4,9,27350,5695,11,1,1
4,18,3960,2797,23,4,1
5,22,7370,3762,12,1,1
5,24,11229,727,52,1,1
6,119,10103,4990,24,5,2
7,0,32912,7025,9,1,1
8,89,13134,516,13,6,1
10,98,13144,856,10,1,1
10,99,13582,3221,10,1,1
11,98,10682,2794,25,3,2
11,115,2931,490,43,9,3
12,7,3660,719,12,1,1
13,9,9205,492,13,2,1
13,114,6158,599,12,1,1
15,115,11692,5141,14,3,3
18,73,15608,3760,8,1,1
19,73,20368,10835,15,1,1
21,18,4113,637,37,1,1
22,69,4,3663,10,2,1
22,127,11400,5736,26,1,1
23,69,17293,5487,13,5,1
24,66,9090,962,16,11,2
24,68,22349,3247,7,1,1
30,80,13750,3054,10,1,1
30,81,7640,4266,47,3,1
34,93,11090,11395,17,2,1
36,81,4875,568,16,1,1
36,92,13022,4285,20,7,2
38,123,13512,5598,12,13,4
39,123,36106,13337,14,2,1
46,56,9420,654,18,2,1
52,77,10901,765,12,1,1
59,95,1539,704,99,2,2
60,63,10178,753,12,1,1
60,97,5787,800,10,1,1
62,18,59111,672,41,1,1
63,18,25590,11472,7,1,1
63,102,6229,839,15,2,1
64,47,10978,4681,9,10,2
64,97,12820,553,14,2,2
65,49,659,1508,73,1,1
65,50,52438,14070,7,1,1
67,48,26634,8451,19,11,4
67,49,8334,5222,7,5,1
68,48,9094,4440,23,2,2
77,11,17448,2327,9,1,1
81,43,33036,8785,8,11,3
81,45,48161,13073,8,3,1
91,126,55109,45528,33,1,1
94,76,13474,840,26,1,1
96,79,5303,717,47,2,1
99,104,79431,12505,6,1,1
103,70,18369,8368,33,8,1
103,105,10367,11246,7,2,2
106,105,2127,6020,8,10,1
107,11,1204,116,60,2,1
107,103,23855,5925,15,3,3
108,105,26503,13633,34,131,2
108,110,4500,1874,83,1,1
109,106,24026,7179,15,26,4
109,107,9770,2617,279,5,3
109,109,13553,9048,11,4,2
110,106,25522,8484,8,3,3
110,107,26709,10567,7,5,3
110,110,7944,1174,34,1,1
111,105,66731,14505,4,6,4
111,108,42946,6382,15,9,7
111,109,17693,6385,8,6,3
112,105,22603,9851,16,1,1
112,106,42174,11398,15,9,7
112,108,33859,9270,16,12,8
112,109,18332,6090,10,7,1
115,105,6566,1888,18,1,1
115,109,12956,6007,39,6,3
115,110,10252,740,10,1,1
117,105,9731,365,293,1,1
118,110,19197,8188,29,3,2
