x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
33,120,60939,20846,39
36,117,19101,6467,23
36,119,42452,6030,24
36,120,22301,24744,55
37,119,19232,3863,23
37,120,13299,3995,29
39,114,21914,27857,38
39,117,19523,6495,23
39,119,19363,5475,24
46,43,1209,8032,66
63,78,7888,978,38
64,84,11846,12627,30
66,81,4081,926,21
66,82,5258,3216,32
67,84,18199,25792,30
67,85,19764,19429,13
67,87,9433,809,30
68,30,14105,9874,18
68,81,9561,11162,32
68,82,9393,10587,19
69,81,4951,828,49
69,82,10918,9114,29
69,84,9323,6024,24
69,85,12826,13427,41
70,82,7658,3143,28
70,84,16542,14862,22
70,85,9821,6164,35
70,87,8962,757,54
71,85,7854,902,18
72,82,18451,9569,11
72,84,4638,1084,21
72,88,4023,322,17
74,78,11495,1742,14
95,53,19483,9773,24
100,47,9654,1979,15
100,49,26152,17920,18
101,46,15464,1924,14
102,45,15608,1864,15
102,46,16634,10051,17
102,47,17677,10161,18
104,46,19627,1962,17
105,46,18500,1907,16
