x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
6,101,91469,8821,84,1,1
7,98,100748,13364,81,4,1
8,13,1814,2961,26,1,1
10,18,4720,2092,28,2,1
12,12,3590,956,499,1,1
13,0,31918,42225,7,1,1
15,3,27827,29877,7,11,1
17,11,14547,1624,191,1,1
19,2,27444,46191,7,2,1
19,3,26635,27889,10,4,2
19,6,13372,11218,54,5,2
20,2,38266,29940,7,1,1
20,11,83523,93607,8,1,1
20,14,23060,581,69,1,1
25,9,46265,74021,8,2,1
26,10,41159,42953,12,64,4
31,109,41815,8808,83,2,2
35,112,57169,14659,57,1,1
38,10,54807,43029,8,1,1
39,118,10417,12559,95,1,1
39,120,40511,10563,100,5,2
41,16,33096,52172,7,7,3
42,12,29956,37457,11,1,1
42,18,17354,10988,8,7,1
43,93,23740,41805,7,1,1
46,22,41090,1725,8,1,1
46,23,17869,46567,8,1,1
47,25,46784,53312,8,1,1
49,29,22208,56136,7,4,1
53,102,7622,7458,2,4,1
56,62,44,37,31,1,1
57,51,26049,31377,24,3,2
59,55,48960,56907,7,1,1
61,105,71182,93207,3,1,1
65,19,12373,14737,10,2,1
66,108,51236,51051,38,17,3
67,18,15909,7576,13,1,1
67,20,19529,19241,7,1,1
68,109,67867,27156,4,1,1
69,19,10546,19353,9,6,1
69,20,17411,20546,7,1,1
69,108,35696,63844,2,2,1
69,111,34464,43635,2,2,1
70,109,2114,463,131,1,1
71,6,22209,13810,24,7,2
71,108,6795,756,34,2,1
71,110,70766,57058,1,5,2
71,111,43568,36084,5,4,1
71,124,82782,85599,3,1,1
72,105,21944,18979,60,6,2
72,106,15563,20663,3,1,1
72,109,51585,52082,2,10,6
73,107,7282,2550,12,17,1
73,108,22654,38292,27,48,6
73,109,48194,61289,2,2,2
73,112,18884,33938,34,5,3
73,118,9554,815,27,1,1
74,103,44129,10144,12,1,1
74,110,32373,44096,2,1,1
74,111,40023,64962,1,4,1
74,112,32796,31175,2,3,3
75,111,58853,64650,1,11,1
75,112,36953,47053,1,5,2
76,100,42274,53730,3,1,1
81,116,10247,10483,3,2,1
82,115,9930,9378,8,2,1
82,116,26251,29921,26,12,1
82,117,28884,30041,2,1,1
85,116,13954,10368,2,1,1
86,116,9159,10173,2,3,1
87,125,702,16454,3,1,1
88,117,10506,10594,2,4,2
88,118,10006,10636,6,1,1
88,123,29880,30082,38,4,1
88,126,2950,61,2,1,1
88,127,10519,66266,18,4,2
89,125,10293,9009,109,2,1
90,117,9988,10955,2,1,1
97,103,5804,5815,650,1,1
98,10,2128,5830,64,27,1
114,11,37438,21189,22,1,1
117,105,3373,4824,49,3,1
127,94,5220,1791,32,1,1
