x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
0,20,2,3023302,33212122,2
0,22,1,3023302,33012101,1
0,23,4,7,7,4
0,25,23302325,302342264,23451074,7767441.666666667
0,29,22,2,1,22
0,34,590,92,4,590
0,35,2167,10,1,2167
0,38,1,0,330230332,1
0,39,1,302330230,332021,1
0,40,414878,11560,60,207439
0,41,330808490,1836,136,110269496.66666667
0,42,186,6,1,93
0,43,23022010,3,5,23022010
0,44,3146,18,3,3146
0,45,349013,302328336,42,116337.66666666667
0,46,30202013,270072,14188,15101006.5
0,47,8,9,22313008,4
0,48,100787,18,8,20157.4
0,60,4,302330113,300013,4
0,61,330113300,1,839,330113300
0,65,13113010,247379,11678,13113010
0,66,5,2,11311101,2.5
0,67,30233011,3101102,13656,30233011
0,75,5,2,1,5
0,85,161924,5,6,161924
0,87,6,4,0,6
0,88,2,31010113,23351454,1
0,90,330050738,3023437,31003345,66010147.6
0,91,62408,71256,5,31204
0,92,0,31001231,484980,0
0,93,26,3023301,30330312,13
0,94,330030320,136,330031195,110010106.66666667
0,96,34,1,1,34
0,97,1,1,0,1
0,104,15,10,23300233,7.5
0,105,1,303256421,23312143,0.5
0,106,8,1,30233002,8
0,107,1,0,2331120,1
0,114,93,3,1,93
0,117,23233330,123,84500,23233330
1,15,3,0,23303013,3
1,16,0,303013200,20,0
1,17,23303013,20003,52045,23303013
1,18,66403,58102,17,66403
1,19,12937,92,21,6468.5
1,20,35,3,23302333,11.666666666666666
1,21,0,302332121,21,0
1,22,158151,83687,18,158151
1,26,32312030,105424,24205,32312030
1,27,1,0,23231120,1
1,32,1,1,0,1
1,34,24804,233027055,396,8268
1,39,23132217,18857,44,11566108.5
1,40,19676,24,2,9838
1,41,330230319,532642865,53974156,66046063.8
1,42,13367,186,3,6683.5
1,43,1330,22,8,332.5
1,44,330428670,23579,918,165214335
1,45,30300284,233260510,146632,6060056.8
1,46,23022136,302330224,330524526,7674045.333333333
1,47,330233045,223300427,74180,82558261.25
1,48,28,5,1,14
1,58,1,1,0,1
1,63,11,1,30233011,11
1,64,41563123,3301134,1628,20781561.5
1,65,23390656,301158920,57862,5847664
1,66,118,52,30233016,19.666666666666668
1,67,7065,233011369,330113614,1766.25
1,68,30233058,1221311,552096,15116529
1,71,919,18,5,919
1,72,54355,6,2,54355
1,85,396,591,5,396
1,88,1,302330031,10201,1
1,90,445,784,24,222.5
1,91,54303541,374751,15605,27151770.5
1,92,7,302330033,330032304,1.75
1,93,1131,173,56,282.75
1,94,727,30312228,565224,181.75
1,96,3141159,18677,56,1047053
1,97,2117,258,15,1058.5
1,103,18,100,1,18
1,106,1,1,0,1
2,27,1,1,30233023,1
2,28,53464134,235334344,193320,17821378
2,29,23302325,305376633,55565582,5825581.25
2,30,32253781,16846,767,10751260.333333334
2,31,1,1,30233023,1
2,34,330231016,533342446,53383813,66046203.2
2,35,57,3,2,19
2,36,26,1,1,26
2,40,30320221,12369,825,30320221
2,41,122,26,330230320,20.333333333333332
2,42,38655,2094,752,19327.5
2,43,53278791,303177,28216,17759597
2,44,12,532562333,330470878,3
2,45,30230101,302837946,23115,10076700.333333334
2,46,7,3,23022302,3.5
2,47,168440,23894,33,84220
2,59,30233022,3022331,393775,30233022
2,61,88099,40668,43,88099
2,63,35,2,1,17.5
2,65,7,2,2,7
2,67,81169,8549,57,81169
2,68,113,233011174,30233146,37.666666666666664
2,69,11122131,0,11132104,5561065.5
