x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
2,74,67111,18447,102,1,1
3,75,51637,21387,190,3,2
21,36,903,3,218,1,1
35,58,1447,840,91,1,1
36,31,18700,10500,632,1,1
39,116,4039,3861,92,1,1
43,35,1668,888,87,1,1
60,74,6381,433,17,1,1
60,75,17941,2475,22,5,2
68,62,7041,866,45,1,1
70,65,29847,27033,17,15,11
70,69,4906,174,60,1,1
71,65,22611.5,32708,217,41,13
71,66,26735,14018,31,3,2
71,67,18115,7547,27,2,1
71,69,36041,5045,15,2,1
71,70,14864,1516,24,4,3
72,65,35745,18197,33,1,1
72,89,45602,25207,33,1,1
73,66,38463,16398,79,11,4
73,87,18295,886,28,1,1
75,81,15467,4697,42,2,1
78,122,48564,7508,15,3,1
78,126,10069,513,317,3,2
79,126,20923,6363,34,2,2
79,127,7510,539,17,2,1
81,78,35468,11157,32,1,1
83,82,6903,413,31,1,1
85,88,44644,11859,26,2,2
85,120,6476,152,14,1,1
85,127,8458,5183,13,1,1
87,72,6343,921,41,1,1
88,121,31117,179,101,1,1
89,86,10108,703,27,1,1
90,91,37066,27380,24,1,1
90,127,23925,5630,10,1,1
91,121,18619,5334,13,1,1
91,122,8080,650,21,2,1
92,89,40472,5958,27,2,1
92,97,4931,1244,53,3,1
92,99,22084,3171,43,7,4
92,100,18496,2293,46,19,2
92,122,12900,1455,12,6,2
93,89,17949,14097,24,2,2
93,90,39646,21704,25,1,1
93,98,24875,5283,17,4,1
93,99,13804,2407,74,2,2
93,100,18416,2379,48,8,2
93,107,47312,8629,20,17,10
94,99,20321,1350,31,3,2
94,100,17384,4503,50,19,8
94,104,13581,6993,19,2,2
94,106,6409,592,25,19,2
94,107,43375,21641,96,57,26
94,108,36990.5,11825,49,6,5
94,121,6451,902,22,1,1
94,124,8605,4091,29,2,1
94,125,842,3761,168,1,1
95,100,23982,4174,29,6,5
95,101,20264,4970,164,33,16
95,102,9938,404,24,3,2
95,104,37035,8880,86,34,5
95,105,9925,1151,37,8,1
95,106,17555,4962,55,8,5
95,107,19053,6394,19,3,3
95,108,43645,24769,50,10,6
95,124,8283,4780,15,6,5
96,63,19245,7961,35,1,1
96,76,13443,4185,18,16,2
96,100,27329.333333333332,22494,125,9,5
96,101,28572,7946,17,8,3
96,102,20437,4839,140,16,10
96,105,50312,10598,19,3,3
96,107,8754,4809,16,1,1
96,108,44494,19028,37,11,7
96,109,10308,3472,29,2,2
96,124,12014,6201,28,10,7
96,125,4911,476,15,1,1
97,109,17428.5,15585,485,13,7
97,125,6470,1073,67,2,2
98,86,2709,757,17,3,1
98,100,3401,645,30,1,1
98,109,7861,1313,152,5,1
98,125,9852,998,16,2,2
99,81,19045,2477,107,2,1
99,109,3224,645,31,1,1
99,110,3255,636,49,2,1
100,81,10664,2593,25,5,4
100,83,10000,401,160,1,1
100,104,42600,38114,55,3,2
100,125,4813,565,59,2,2
100,127,6709,3122,34,4,2
101,65,501,606,179,1,1
101,86,24603,2346,17,1,1
101,87,24372,1772,21,1,1
101,88,33547,12613,39,12,6
101,99,23021,3163,36,13,3
101,110,14335,9551,13,4,2
101,127,32266,10395,40,1,1
102,66,27752,5319,39,6,1
102,83,27558,7765,42,14,7
102,84,48499,5526,14,13,3
102,85,42152.5,11929,59,10,5
102,86,18574,2234,116,16,7
102,87,26624,8997,146,33,18
102,88,5507,2882,27,1,1
103,83,48762.5,15496,37,11,8
103,84,29176,3682,15,6,3
103,86,16473,676,22,2,1
103,87,29197,3869,19,8,4
103,127,26670,6628,66,1,1
104,63,13348.666666666666,3196,80,19,7
105,60,14528,994,43,3,1
105,63,12238,940,48,6,1
105,64,31489,2615,33,1,1
105,122,13481,4254,35,2,1
106,109,22324,14790,70,3,3
107,54,11759,3997,93,7,6
107,57,9638,656,24,1,1
108,37,523,385,98,1,1
108,54,13243,1178,59,8,3
108,57,39668,4848,17,6,1
108,60,7207,200,43,1,1
108,109,24969,2574,13,1,1
109,54,9767,3059,96,5,3
109,60,6527,257,44,2,1
109,91,14794,6494,25,3,2
109,109,27650,3384,27,5,1
109,112,33977,17120,32,10,3
109,124,218208,30571,104,1,1
110,54,34732,11462,77,2,2
110,68,45373,12387,24,9,2
110,91,3781,578,37,1,1
111,95,41981,27841,29,4,1
111,105,5436,398,49,1,1
111,106,51425,4649,20,18,3
112,106,8508,584,29,1,1
112,107,8423,674,36,1,1
113,77,11905,4564,31,44,2
115,78,24705,5957,641,1,1
115,102,39520,4144,21,8,5
115,103,8617,685,52,2,2
116,112,23203,2337,19,1,1
121,25,1887,910,118,1,1
122,52,14820,23295,25,1,1
123,51,44761,5832,27,1,1
126,68,25405.5,6721,70,12,7
127,68,24898,4231,23,2,1
