x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,1,37805,38977,16,1,1
0,55,513212,101869,15,2,1
0,92,297466,103766,17,1,1
0,104,181406,124624,6,6,1
0,119,152177,70522,8,5,2
0,122,312181,93570,17,11,2
1,2,224600,144491,4,1,1
1,4,459319,150581,4,2,1
1,10,552164,114826,5,1,1
1,24,493922,102295,12,1,1
1,72,24259,24741,8,1,1
1,105,297587,110432,4,2,1
1,107,88515,89816,6,16,1
1,108,31197,30877,10,1,1
1,109,8899,7221,55,2,1
1,119,152672,115794,5,9,4
1,125,105152,66103,4,1,1
2,2,315800,124067,10,63,17
2,3,524090,112089,5,7,1
2,13,163529,103312,4,4,3
2,14,102981,76303,6,6,3
2,22,129927,74018,10,2,2
2,38,34190,22715,5,1,1
2,65,337313,84027,6,10,2
2,77,221171,88691,7,4,1
2,111,293136,118299,5,6,1
2,119,209771,152646,4,1,1
3,0,117555,56669,13,22,8
3,1,132459,67005,11,7,4
3,4,162443,68515,12,1,1
3,5,2069,47103,3,2,1
3,36,137272,85316,5,43,4
3,37,34153,39876,5,3,2
3,55,174643,171431,4,4,3
3,59,263323,243548,4,1,1
3,66,232643,158982,5,4,2
3,110,174746,79448,4,17,2
3,123,155582,106156,17,5,2
4,0,171095,110493,14,5,2
4,5,238085,145620,3,1,1
4,9,332097,113443,6,1,1
4,22,218138,147165,4,1,1
4,23,165255,97578,4,9,3
4,36,349862,129491,6,3,1
4,48,185752,107125,5,3,1
4,54,100961,118712,4,15,1
4,55,257022,116960,9,24,10
4,62,210157,146571,4,8,1
4,65,73498,26546,21,8,3
4,66,27559,23388,20,16,4
4,70,20536,8895,5,1,1
4,98,57006,57422,6,3,1
4,127,52047,32146,7,1,1
5,10,215628,150440,4,1,1
5,21,117748,143802,3,1,1
5,44,85434,86859,5,1,1
5,46,91278,118501,5,2,1
5,53,60441,64159,5,2,2
5,56,37346,30279,11,1,1
5,63,216803,111161,5,11,2
5,66,78900,83540,6,1,1
5,69,253980,88999,6,3,2
5,106,240300,114178,7,1,1
6,1,369113,102845,13,3,2
6,13,69505,26051,6,1,1
6,46,121447,73818,12,3,2
6,55,149800,53804,11,4,4
6,56,257253,97654,11,50,9
6,57,263033,143040,11,14,1
6,67,261041,164519,6,1,1
6,70,182137,132783,4,6,1
6,72,80054,101079,17,1,1
6,100,154565,99028,11,9,2
6,101,78904,91764,7,1,1
7,6,172788,90519,15,1,1
7,7,197671,100240,10,1,1
7,11,285838,95656,8,10,2
7,17,26402,32101,4,3,2
7,18,268081,78935,12,2,2
7,22,109773,113231,5,1,1
7,47,168124,102425,5,2,2
7,53,433833,152966,4,1,1
7,54,143420,91427,9,5,4
7,55,197399,107186,10,53,17
7,72,294604,145473,5,1,1
7,75,236547,111955,9,3,1
7,79,4808,21463,4,1,1
7,105,215105,146337,5,1,1
7,126,37703,86571,13,1,1
7,127,184071,99565,10,10,3
8,10,80049,84995,14,1,1
8,46,295066,125846,12,13,2
8,54,136500,77447,19,14,4
8,55,193966,101352,8,26,9
8,61,74820,65189,6,10,4
8,65,52458,53389,12,2,1
8,66,105020,145607,12,1,1
8,77,237295,113233,18,1,1
8,102,39979,36367,4,1,1
8,126,79320,71138,5,5,2
9,44,26022,45994,6,1,1
9,58,254833,186369,5,5,1
9,59,199189,149318,5,1,1
9,69,15404,19084,11,1,1
9,80,28704,30894,5,1,1
9,88,40598,73026,5,1,1
9,89,442860,168316,14,7,3
10,11,196761,87429,12,1,1
10,13,441938,103693,16,1,1
10,20,177423,119528,6,2,1
10,27,399588,143891,4,1,1
10,39,34098,28538,12,6,2
10,54,204593,20990,18,1,1
10,55,108272,99964,7,5,3
10,62,129578,94620,9,3,3
10,80,13453,11945,18,3,1
10,106,12051,13753,8,1,1
10,110,188720,133755,5,4,3
11,19,277497,138974,3,11,3
11,28,20457,34616,6,4,3
11,54,176580,132548,12,32,2
11,56,11634,16754,12,1,1
11,60,69081,72609,15,2,1
11,61,66609,46063,8,4,2
11,66,55532,46172,4,1,1
11,68,215762,139186,12,2,1
11,71,33243,30041,19,3,2
11,72,202806,103219,17,1,1
11,104,182258,98240,6,13,2
11,111,398497,146212,5,3,2
12,3,209914,138161,3,2,1
12,16,479156,144839,4,1,1
12,27,201238,144749,4,1,1
12,40,61538,99355,5,2,2
12,70,221097,86846,8,38,3
12,71,226055,110371,5,2,2
12,75,33298,18783,29,1,1
12,90,88180,111170,4,1,1
12,97,51210,60195,7,1,1
12,107,212895,144065,5,2,1
12,118,489385,134219,6,14,2
13,3,138920,97903,5,9,1
13,6,35176,21446,5,2,1
13,18,170686,110479,5,4,2
13,22,47599,53851,4,2,2
13,53,79666,76432,7,15,2
13,69,149627,91077,5,1,1
13,75,216450,147381,4,1,1
13,122,53307,61121,6,2,1
13,123,162757,95727,11,4,3
14,0,135697,57859,5,2,1
14,1,84339,112128,10,1,1
14,29,41019,35694,5,1,1
14,50,48590,102137,14,1,1
14,51,389393,148701,14,19,1
14,54,55041,52991,12,2,2
14,69,278261,116284,5,16,1
14,97,167072,94375,5,2,2
14,98,103239,103357,7,5,2
14,99,214038,147362,9,1,1
14,112,220218,100996,5,57,3
14,120,35375,3858,29,1,1
15,15,132944,80582,5,10,2
15,16,210114,148612,3,1,1
15,22,401671,105374,5,14,3
15,30,199711,152505,4,1,1
15,52,115056,49421,20,5,4
15,60,6049,816,9,1,1
15,65,55311,56362,15,1,1
15,66,120223,33665,11,72,4
15,67,13795,4157,17,1,1
15,76,216701,158193,5,1,1
15,85,6602,12069,28,21,2
15,101,92608,68052,5,1,1
15,113,87031,82277,18,9,1
15,114,21952,17284,18,3,2
15,125,34135,25082,6,3,2
16,16,8886,2469,41,13,1
16,21,226160,80308,6,18,3
16,51,38605,4903,17,1,1
16,62,211010,105344,5,7,3
16,63,253923,203871,15,1,1
16,66,242352,50160,6,1,1
16,100,334603,194902,15,8,1
16,108,200795,150247,7,4,1
16,113,66332,77909,18,95,3
16,114,43509,57815,12,4,2
17,1,217324,151171,4,2,1
17,50,20123,16506,4,2,1
17,57,538936,247865,6,2,1
17,63,75477,40129,20,1,1
17,72,325017,260471,6,1,1
17,111,87157,68446,21,29,3
17,112,60763,56731,39,4,2
17,125,233721,47504,19,1,1
18,3,42439,19155,11,2,1
18,4,47880,65825,4,2,1
18,24,168065,89138,7,3,2
18,29,556602,185929,6,41,5
18,54,504647,102722,12,1,1
18,72,27639,22123,28,2,1
18,73,161770,90086,5,5,1
18,83,8305,506,52,1,1
18,85,10764,846,16,1,1
18,101,296251,106339,9,11,1
18,111,40756,16880,40,7,2
19,15,205546,102714,8,1,1
19,57,185266,72619,6,31,4
19,70,196639,115377,9,5,3
19,72,85100,62670,16,4,4
19,73,135692,77586,6,7,2
19,76,42188,29525,6,3,1
20,14,3842,8191,9,1,1
20,58,20980,9238,28,1,1
20,70,92314,93811,6,1,1
20,99,11125,4081,31,1,1
20,114,301676,166090,4,12,2
20,117,145427,100512,18,4,1
21,19,22802,33124,11,1,1
21,49,141014,75735,8,13,4
21,54,82552,75144,7,1,1
21,67,194308,138474,5,9,2
21,70,134299,51960,4,5,1
21,100,54753,59495,5,4,2
21,118,174042,83654,17,5,1
22,21,221208,153884,5,2,1
22,37,10811,6133,18,1,1
22,71,263251,97094,7,18,1
22,108,426954,109701,7,1,1
23,2,134309,146131,3,12,1
23,35,35240,16229,8,7,2
23,38,24496,29075,17,12,2
23,50,280011,106153,6,2,2
23,68,355806,109489,4,8,1
23,70,93017,80183,5,3,2
23,115,48962,52974,4,1,1
24,6,83111,68625,4,4,2
24,7,166712,99837,7,1,1
24,14,144453,114101,10,3,1
24,26,289500,239052,3,3,1
24,36,205651,102742,7,1,1
24,53,292863,218455,12,6,3
24,58,6124,6879,22,1,1
24,69,232098,95429,5,2,2
24,76,254778,102040,15,3,1
24,79,10712,5537,49,1,1
24,82,110970,110642,17,2,1
24,83,32781,4518,33,1,1
24,116,43779,61523,17,2,2
24,117,6350,3928,10,1,1
24,119,4493,1724,7,1,1
24,124,639452,253157,5,2,1
24,126,47899,51286,4,1,1
25,12,142146,95675,10,16,2
25,14,470704,113740,11,1,1
25,35,70407,86853,5,2,1
25,37,33400,42793,8,1,1
25,65,5340,1796,45,1,1
25,74,92483,102746,15,1,1
25,90,19302,16752,24,3,1
25,116,247270,101808,3,2,1
25,117,9162,651,14,22,1
26,24,192585,102902,12,2,1
26,30,48627,51922,7,1,1
26,55,58275,29799,16,3,1
26,84,117582,82026,16,8,1
26,102,135871,69615,10,2,1
26,103,491107,152754,4,2,1
26,107,13906,9794,25,1,1
26,125,22256,23633,7,1,1
27,15,35721,45191,6,1,1
27,19,100968,75977,7,5,1
27,23,18723,89819,8,1,1
27,27,216807,143109,4,2,1
27,28,224845,107860,4,9,1
27,78,180635,100135,18,2,1
27,106,218713,180981,6,5,1
27,108,117413,75474,18,8,1
27,121,214992,150711,6,1,1
28,13,178,214,11,1,1
28,14,24878,16124,4,1,1
28,42,4101,542,49,1,1
28,57,495959,144982,5,1,1
28,64,24144,27961,7,1,1
28,79,155364,143921,5,1,1
28,85,128716,109808,17,1,1
28,104,76490,88954,7,2,1
29,10,36994,46299,14,10,4
29,11,339734,147078,3,2,1
29,13,119351,91971,7,1,1
29,35,281493,100737,24,7,3
29,40,214317,112274,6,1,1
29,62,140330,28284,7,2,1
29,123,63991,48589,12,5,2
30,7,174386,146605,3,1,1
30,14,682351,209666,6,2,1
30,29,8404,20541,5,2,1
30,51,114584,94659,4,8,2
30,64,224248,108221,5,4,3
30,65,220002,144397,5,1,1
30,95,109775,103337,6,4,2
30,117,232345,101788,17,2,1
30,119,273815,106721,7,5,2
31,9,121836,57242,21,4,2
31,92,68837,74135,8,1,1
31,94,88507,40385,8,8,1
32,11,415263,259618,3,1,1
32,20,55416,32445,9,5,1
32,26,266133,98057,6,6,3
32,91,211510,138097,6,1,1
33,17,293830,104550,6,6,1
33,34,218637,113602,5,1,1
33,35,33633,6048,30,7,2
33,74,32215,35224,5,2,1
33,119,475243,50878,17,1,1
33,126,208704,96732,6,2,1
34,4,226951,114182,11,2,1
34,14,501328,103556,10,2,1
34,20,31687,30683,5,5,1
34,34,233955,95572,6,7,2
34,35,171049,192220,15,2,1
34,119,31645,34408,13,1,1
35,3,29706,31023,31,3,2
35,11,726393,206695,6,2,1
35,15,757104,166670,15,1,1
35,18,393241,103077,9,2,2
35,20,109257,77057,4,3,1
35,69,214641,139943,4,1,1
35,122,89189,92536,10,1,1
35,123,116597,66756,6,3,1
35,126,118716,111830,5,3,1
36,4,261418,114142,10,5,1
36,18,68381,113289,6,1,1
36,22,35217,41040,11,1,1
36,35,396221,112024,26,2,1
36,108,11244,6786,16,2,1
36,127,21190,12881,11,3,1
37,20,34175,36196,7,1,1
37,23,293633,143417,4,8,2
37,52,340154,139409,5,11,2
37,83,212221,146516,4,1,1
37,115,26472,30972,10,1,1
37,127,112289,82005,9,2,1
38,3,171317,150414,6,6,3
38,19,480844,101575,12,1,1
38,24,624454,230145,8,1,1
38,37,245263,147925,4,1,1
38,41,257988,74354,12,1,1
38,51,420923,77650,7,1,1
38,113,239128,113765,5,1,1
38,119,29812,19110,10,1,1
39,5,12039,2496,10,1,1
39,35,204360,84723,7,6,4
39,42,397317,125053,12,10,2
39,68,180632,112490,5,1,1
39,69,12918,3729,30,22,2
40,4,288393,126523,5,7,2
40,6,94518,64943,11,6,1
40,17,106316,96488,14,1,1
40,22,213700,158412,6,1,1
40,25,471648,103574,6,1,1
40,28,29278,1541,5,1,1
40,29,83645,59048,7,10,2
40,34,160193,101553,9,4,3
40,35,179769,87018,11,160,4
40,36,156361,82896,12,10,2
40,42,206057,60262,8,3,1
40,65,64151,106329,17,1,1
40,67,212704,150644,11,1,1
40,68,8046,3289,25,1,1
40,71,126941,60438,10,4,1
40,72,227147,234960,4,3,1
40,80,506760,149629,4,1,1
41,14,46740,43705,6,3,1
41,17,53147,51674,7,2,1
41,26,121938,67521,13,10,2
41,29,61261,64828,22,3,3
41,32,485738,125650,10,1,1
41,35,43463,22035,27,1,1
41,36,90166,79121,6,3,2
41,62,33648,36212,9,5,1
41,64,23817,23645,7,5,1
41,65,104784,93312,4,5,3
41,77,111346,58984,10,2,2
41,82,393633,147264,4,8,1
41,117,17547,7216,24,3,1
42,14,99331,88425,7,7,3
42,20,33602,39397,5,1,1
42,22,92404,69777,13,1,1
42,25,683291,205812,9,3,1
42,26,108893,113580,10,2,1
42,27,198129,92278,11,58,13
42,30,199706,99147,10,34,4
42,32,291239,116406,4,2,1
42,40,366546,103838,15,1,1
42,62,94899,60994,6,12,2
42,63,46998,64045,7,1,1
42,77,29345,18004,6,1,1
42,88,197056,141595,6,1,1
42,95,74486,90288,6,1,1
42,100,55261,45068,6,1,1
43,19,69550,91206,8,1,1
43,26,111194,47006,11,27,7
43,29,91159,59592,11,117,54
43,30,73940,47258,19,29,19
43,31,98668,62784,4,8,1
43,41,96486,81681,16,4,1
43,71,141018,76985,18,2,1
43,80,603095,256075,6,1,1
43,103,87675,89578,6,1,1
43,114,39500,43711,17,1,1
44,2,45040,48272,5,5,3
44,9,167232,159041,4,3,2
44,17,31788,35140,5,5,3
44,23,510026,114325,7,1,1
44,27,129145,70900,19,27,12
44,28,152444,66703,12,50,28
44,30,243970,85387,16,79,22
44,33,211582,123616,7,2,2
44,71,13400,11019,35,1,1
44,85,20893,10706,33,3,1
44,104,392488,136437,6,8,1
44,122,542543,197026,6,20,2
44,125,6996,4425,8,4,1
45,1,106373,78122,5,3,2
45,2,134432,85090,5,1,1
45,6,405265,296948,7,2,2
45,19,217590,149573,4,1,1
45,20,167730,68030,7,18,4
45,21,49162,71906,5,1,1
45,22,52312,50630,5,19,3
45,27,167059,91114,10,15,12
45,28,145969,80748,13,19,8
45,31,141701,83606,9,9,5
45,40,59188,61230,17,2,1
45,123,500322,169555,10,9,3
46,0,227760,170244,5,37,4
46,17,462356,210735,8,1,1
46,20,183258,141382,4,2,1
46,25,20917,18209,5,1,1
46,26,337670,99517,17,3,1
46,29,240455,114813,8,46,25
46,31,276959,120382,11,32,10
46,32,288120,104614,11,38,6
47,10,288869,101619,19,1,1
47,12,186627,112162,16,17,1
47,17,251974,149823,5,1,1
47,28,68698,18765,11,20,4
47,29,34253,10979,15,3,2
47,30,127810,25496,12,2,2
47,32,74484,21066,14,17,3
47,40,184533,95780,13,56,7
47,44,258234,95099,6,8,1
47,85,5419,3329,48,40,1
47,121,90081,90106,14,1,1
48,9,533451,14522,7,1,1
48,14,54228,94123,19,1,1
48,16,43741,46737,4,5,4
48,26,9179,10614,7,1,1
48,30,40612,23144,10,5,1
48,33,326086,92498,9,5,2
48,40,514299,147558,4,1,1
48,45,276028,116252,16,2,1
48,103,94319,62031,8,5,1
49,1,234232,249743,4,1,1
49,6,216943,152062,4,1,1
49,8,164017,79284,11,2,2
49,21,232194,113247,18,7,2
49,31,259483,81331,12,3,2
49,33,136079,35783,6,7,5
49,45,228071,109958,15,18,5
49,49,5573,5427,118,1,1
49,55,364971,214894,5,4,3
50,12,468370,152679,4,1,1
50,24,58365,75004,6,6,1
50,28,115005,77384,5,2,2
50,31,20065,18564,15,149,3
50,32,145161,76102,12,14,4
50,53,142399,83496,18,31,3
50,54,170848,113347,5,6,3
50,60,8245,3280,33,2,1
