x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,37,9558,22,1
0,39,5,3,1
0,54,62,65,2
0,113,106809,55294,6
1,39,3,9,7
1,52,9215,94,1
1,81,2,3131030,21231100
1,84,21223322,31051,28082
1,86,99093,11932,29
1,88,4,3,1
1,117,4,1,1
2,33,310111230,1,2
2,86,131030212,30322,5779
2,93,4,2,31310302
3,30,1,1,0
4,46,0,31011112,21
5,28,32,3,1
5,30,4,1,1
5,31,1,0,103101113
5,36,69153,24906,28
5,42,28,7,2
5,45,8,0,131031011
5,46,3,3131031,1111230
5,116,122,110,4
6,19,53,26,2
6,33,2,2,31310310
6,42,103101112,103,460
6,48,131031010,32210,14615
6,56,4,1,31310310
7,1,6,2,2
7,20,1,0,310112103
7,33,4,3,0
7,35,0,310310111,2312
7,38,31310310,1112302,312943
7,42,0,101112111,124373
8,0,5,3,3
8,20,17,2,0
8,21,3,2,31310310
8,31,9560,29,1
8,32,35,3,3
8,65,8,2,1
8,66,1,1,0
8,70,1,0,103101021
8,93,81,30,67
8,118,103021120,31,686
8,121,3,2,0
8,122,1,0,131030211
9,6,1,0,103101332
9,7,1,313103101,332013
9,34,1,0,310111232
9,42,1,313103101,112112
9,50,1032201,40448,29054
9,56,3,2,0
9,61,0,310310103,1123
9,62,31310310,1031113,33506
9,72,95101,13870,49
9,112,0,21120131,122
10,59,2,0,310103113
10,63,38,2,2
10,96,1,313103021,213033
10,111,1,313103021,120301
11,6,1,1,0
11,28,50725,40132,15
11,46,27421,27,2
11,47,31,1,1
11,110,25079,2248,31
12,0,0,310310133,2123
12,1,31310310,1332122,74051
12,2,3,0,6
12,3,4922,16,1
12,22,25,1,1
12,33,87,33,2
12,40,12,3,0
12,41,1,0,103101112
12,74,103101020,230,115
12,75,30544,26,5
12,86,1,0,131030212
12,90,50667,5,2
12,97,1,0,103021213
13,0,1,1,0
13,1,2,0,310133213
13,3,188885,97441,44
13,26,310112031,0,6
13,64,6806,28,1
13,72,1,313103101,20321
13,73,0,101020302,11778
13,82,1,1,0
13,122,19,28,2
14,0,7,3,2
14,1,9,5,31310310
14,2,310133212,0,2
14,31,1,1,7
14,46,17499,17395,23
14,47,218,511,24
14,105,103021211,331,132
15,0,3,2,0
15,1,6,313103101,332332
15,58,44,2,1
15,105,0,21212033,76296
15,123,1,3131030,21113001
16,2,0,101332331,248639
16,76,131,749,41
17,0,6,4,4
17,1,10,0,103101332
17,20,0,310310112,3322
17,26,1121321,7917,5360
17,32,131031011,13022,25911
17,33,1113020,11021,726
17,56,2,0,103101100
17,57,103101100,132,715
17,65,25069,4403,26
17,66,727,376,28
17,75,2,6,5
18,0,6,6,7
18,1,6,5,3
18,4,52532,7448,25
18,25,1,0,131031011
18,49,3,5,2
18,75,152192,12930,46
19,0,223630,64676,5
19,1,7238,8,16
19,5,82854,8,3
19,6,6,16,8
19,26,0,31011213,33
19,31,77677,29,3
19,32,0,31011131,21
19,44,19593,12847,25
19,61,1,0,131031010
19,62,0,31010323,2
19,63,0,101030010,146993
19,64,103101023,333,47
20,25,2,1,0
20,26,1,3131031,1122002
20,27,131031011,21322,48626
20,28,46544,9851,26
20,47,49186,25,7
20,57,3,313103101,100201
20,58,0,101100133,148558
20,61,1,1,0
20,62,1,3131031,1033010
21,1,8,6,0
21,4,5,10,3
21,5,2,1,0
21,23,1,0,310112333
21,24,103101122,321,415
21,26,24,1,1
21,32,1,0,131031011
21,68,24,3,1
21,81,1,313103021,301301
21,92,7,3,2
21,113,22,7,0
21,114,1,0,103021120
22,0,12,32,8
22,2,310133303,2,3
22,4,65434,6,62
22,5,8,10,8
22,6,1332300,350558,39203
22,26,24419,26,10
22,27,38,1,1
22,35,1,3131031,1113122
22,60,596,395,28
22,62,29,1,1
22,63,2,0,103101030
22,82,1,0,103021301
22,97,5074,9,1
23,0,10535,44707,5
23,1,1,15,24
