x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
1,18,13042,151,43
1,30,34912,8148,13
2,18,15715,12174,45
3,18,14153,4518,81
5,18,9812,6769,22
6,16,6600,1557,18
6,18,7160,3593,26
6,24,10004,2223,29
11,96,6914,10237,54
12,96,44119,18585,16
12,98,4884,32575,88
13,34,45876,4644,24
13,95,5221,1383,24
13,96,6457,1596,52
13,99,17700,7911,26
13,101,50547,19983,8
14,36,50149,3566,16
14,95,7296,1368,17
14,98,28178,21944,33
14,99,54484,16713,17
15,8,8018,9807,93
15,34,57123,5790,14
15,36,36389,6055,28
15,37,14653,1823,53
15,79,9531,6711,19
15,96,27966,10622,18
15,98,26886,12382,31
15,101,7140,1851,10
16,5,12200,20915,27
16,6,22476,18986,40
16,36,28406,23535,67
16,79,5306,488,41
16,80,4006,468,38
16,99,48896,20178,19
16,101,21338,11177,100
17,8,25434,24740,48
17,28,41992,3921,22
17,37,39992,5723,33
17,39,33878,4003,45
17,98,71045,65718,4
17,99,10385,3526,69
18,6,10613,4907,74
18,12,60387,24785,7
18,21,15050,1050,136
18,30,42418,12051,109
18,31,45644,6745,18
18,40,76425,8857,19
18,42,32804,4829,15
18,80,3878,883,54
18,87,114584,17081,81
19,24,4603,718,52
19,27,1285,949,24
19,28,21294,16849,36
19,30,42754,6708,50
19,39,7250,5712,128
19,40,8732,1696,21
20,15,34347,31360,12
20,21,64517,4543,40
20,22,28681,4459,37
20,31,3818,815,81
20,59,6832,1800,38
20,61,8155,5194,19
21,33,1065,2669,19
21,98,200877,101292,3
22,36,26264,6586,17
23,31,10660,2791,14
23,33,22343,21294,15
24,27,98741,44160,11
25,24,4392,5969,264
25,36,30914,37284,23
25,37,14360,8085,14
26,24,5388,15763,17
26,27,114360,93573,14
26,34,37777,62876,8
26,39,32779,7863,17
26,84,6492,5512,43
26,89,1545,22612,86
27,31,5045,9978,22
27,33,24389,17962,22
27,37,10072,1403,53
27,39,7969,1410,33
28,24,28566,30555,8
28,25,20614,1849,24
28,40,9949,11322,59
28,59,13693,14367,9
29,18,23409,36785,8
29,34,9620,2274,101
29,36,6823,7226,18
29,56,20818,1870,19
29,58,6519,3666,9
30,16,16166,21372,15
30,19,9816,15606,21
30,27,34301,5010,21
30,34,3913,511,70
30,40,8107,20463,34
30,55,24223,30127,9
30,56,18410,8642,60
31,18,10838,10714,23
31,19,12670,12451,12
31,21,28457,9260,6
31,27,76844,31061,14
31,30,9682,1847,80
31,31,78238,55802,8
31,33,94102,59997,5
31,58,123645,8860,21
32,18,9091,2558,16
32,22,4573,10057,43
32,28,92573,63953,10
32,30,26359,14910,28
32,34,107573,34731,12
32,36,91731,30376,9
32,56,18672,3833,35
32,76,21110,14550,31
32,80,5842,539,48
33,15,7396,2860,19
33,18,6996,31836,26
33,22,1639,1500,56
33,27,61892,18347,11
33,28,55185,15083,17
33,31,39395,34383,9
33,33,102077,58413,7
33,34,131334,48199,18
33,37,1741,360,12
33,45,26328,6901,17
33,77,3065,152,35
34,27,64300,33037,49
34,30,62133,11542,18
34,31,65455,29258,16
34,33,60738,22975,9
34,36,65669,20919,9
34,37,40860,25124,21
34,39,230857,53558,8
34,42,35552,15783,25
34,43,11792,5026,10
34,45,7885,7002,37
34,53,10520,7965,33
34,98,22994,1118,56
35,18,7120,3310,42
35,28,39065,9566,14
35,30,116250,33061,9
35,31,97144,42485,7
35,34,52915,23915,14
35,36,84104,45197,18
35,37,44699,13737,10
35,40,86948,6930,60
35,42,33938,29404,8
35,47,4940,4640,48
35,50,22707,9488,14
35,86,21243,5040,10
36,27,46807,15436,33
36,28,56499,25445,11
36,30,62460,18515,22
36,33,33658,21194,17
36,34,44729,21731,19
36,39,69564,28191,10
36,40,50157,23580,21
36,43,60133,22048,22
37,27,51070,11557,21
37,33,53338,29601,18
37,36,70290,29961,8
37,37,70634,26398,17
37,39,48129,22530,17
37,42,69610,27962,13
37,43,29925,13023,7
37,45,49846,20148,3
37,47,3970,5252,74
37,56,7203,2879,17
37,67,7161,16965,15
37,70,121323,117545,3
37,89,2096,63,109
38,6,12887,4922,10
38,28,61608,13232,16
38,30,54987,12901,17
38,31,56281,20865,13
38,34,95409,35024,9
38,36,60390,21123,7
38,37,73635,29755,16
38,40,64966,32296,16
38,42,68825,25991,15
38,43,47812,31693,12
38,49,8541,1600,31
38,58,29551,5661,28
38,59,69251,38212,11
39,27,54587,10292,29
39,28,63414,16602,15
39,30,70457,23270,11
39,33,52743,15509,14
39,34,47638,16915,13
39,36,79867,27085,15
39,39,59454,25304,14
39,40,99929,44347,8
39,42,36559,18036,35
39,58,17515,1662,17
39,61,68113,31789,18
39,62,24664,2452,28
39,64,5150,509,42
39,67,49555,20573,26
40,27,39142,7230,22
40,28,56361,10206,42
40,31,23827,10123,18
40,33,75136,42156,20
40,34,58724,21039,13
40,37,56060,24240,11
40,39,71606,50809,16
40,43,76873,22485,16
40,45,11104,1787,14
40,59,31194,3224,22
40,61,34585,6124,43
40,62,25080,3212,18
40,65,28845,35209,20
41,25,26833,9351,7
41,30,64487,23069,24
41,31,55425,18568,15
41,33,58897,15905,15
41,36,57081,23094,12
41,37,72415,15423,13
41,40,17742,8890,29
41,42,34725,14862,44
41,43,26710,11645,20
41,46,13325,14963,10
41,49,3720,841,22
41,59,56694,22741,19
41,61,39315,11569,18
41,64,31575,7930,65
41,65,72511,19676,51
41,99,28090,9236,75
42,30,50338,12327,20
42,34,91016,43901,8
42,39,26916,19154,5
42,40,10089,5103,102
42,42,60739,35077,28
42,45,33538,2794,17
42,58,20864,19651,10
42,62,93274,31740,17
42,64,22816,5567,35
42,67,92415,33368,20
42,98,2655,408,88
43,27,13979,4745,6
43,31,83176,19903,14
43,33,39291,9277,17
43,34,43422,8227,21
43,37,52340,20019,14
43,43,47028,15208,13
43,45,59312,16051,15
43,50,22354,2461,40
43,56,50413,26803,8
43,61,28011,5430,28
43,62,39860,5324,25
43,65,106106,14561,57
43,67,29669,3594,23
43,96,15120,25331,32
44,15,17749,3092,53
44,31,5215,291,37
44,33,5971,9478,13
44,36,34397,7022,34
44,37,56228,13701,19
44,39,46678,12524,29
44,42,36489,6309,23
44,43,61360,19092,18
44,45,79757,27736,16
44,49,5368,3683,15
44,52,55892,6257,20
44,55,41846,35607,9
44,61,5876,3126,101
44,64,25575,4448,35
44,65,35445,3245,63
44,67,12071,1614,11
45,30,28315,7273,219
45,34,39746,12366,16
45,36,63586,21421,21
45,37,61801,15948,22
45,40,89576,34282,15
45,42,64542,14099,12
45,50,8474,1801,23
45,62,63066,24839,23
45,64,44227,4456,14
45,65,6374,2063,9
46,27,30329,22184,4
46,33,41740,20038,12
46,34,45361,25588,13
46,39,31704,7232,13
46,40,37949,18476,26
46,43,40830,11169,13
46,86,1696,437,8
46,118,161066,19064,52
47,31,23928,2931,46
47,36,47901,7261,20
47,37,56370,22491,11
47,39,38407,19152,45
47,42,30396,9809,25
47,43,66044,21327,29
47,64,5370,4164,14
47,65,51675,12839,20
48,18,10411,2405,21
48,34,85566,21291,26
48,36,36988,33275,16
48,37,181201,52128,10
48,40,38629,9407,28
48,42,35322,10186,23
48,43,57313,24778,11
48,52,17087,4885,14
48,53,62769,6896,30
48,68,5077,2771,43
48,87,9394,9856,10
48,98,12349,20751,101
49,34,20426,1824,32
49,36,28604,12613,15
49,39,29919,8914,23
49,40,17325,3224,39
49,42,7758,2493,41
49,50,4841,2890,18
49,52,18819,1649,20
49,58,2008,288,26
49,67,10234,5399,35
49,68,1278,363,78
49,74,64527,39201,16
50,34,39850,1522,8
50,39,51899,38263,12
50,45,66888,17630,23
50,53,28220,2669,23
50,59,2474,4,33
50,61,1308,128,25
50,67,22234,4075,22
51,18,8604,2256,16
51,36,42616,12294,26
51,40,42720,28443,6
51,52,59146,5547,21
51,59,5503,7300,56
51,68,14083,2914,43
51,70,783,958,15
51,77,9716,3631,24
52,33,8905,1220,43
52,68,4968,3853,66
52,70,1486,348,67
54,24,30849,5397,16
54,25,41869,3509,18
54,27,9696,647,20
54,39,4087,1814,26
54,71,6117,685,19
55,25,13340,16342,35
55,37,13448,23041,11
55,42,34749,29702,7
55,52,5286,301,133
55,98,8711,9210,29
56,40,22237,38675,9
56,43,25904,27718,8
56,74,596,16,79
56,77,90333,43492,23
57,19,50998,10699,72
57,37,33583,30575,43
57,42,14949,16929,17
57,43,25411,28031,17
57,76,1340,739,105
58,76,1615,285,30
59,77,7983,971,76
59,105,19484,11588,70
60,27,10116,1449,16
60,50,13460,8896,30
60,107,4152,9768,86
61,80,12547,5458,30
61,81,4836,5845,68
61,87,2005,10776,182
61,96,9796,9690,26
62,50,8314,6105,37
62,89,4588,5214,160
62,117,18571,12802,50
63,5,113796,15909,69
63,21,4397,1280,72
63,43,2980,57,141
63,62,6214,775,49
63,77,106529,9987,71
63,89,10430,16583,23
63,115,11784,9669,27
63,117,9753,890,71
64,5,43107,7555,84
64,33,1593,427,102
64,42,1309,930,43
65,18,17763,6705,27
67,110,2142,925,113
68,25,31590,18043,14
68,43,6213,2865,13
68,47,9719,2792,11
68,68,8792,6666,53
68,90,585,4,42
68,108,8905,4924,28
68,110,9534,70,42
69,45,6390,2552,10
69,61,89288,15817,66
69,107,1563,416,24
70,0,7150,1807,28
70,5,6744,354,63
70,9,12100,1267,47
70,25,8451,1925,39
70,27,25654,15179,24
70,28,40540,16924,86
70,34,21011,39833,23
70,45,12035,3743,11
71,3,7350,3805,51
72,34,11194,23093,37
72,36,9385,8593,32
73,33,26073,2517,24
73,34,1895,2153,58
74,36,3028,890,16
74,53,927,785,16
76,33,5866,1835,137
78,37,5194,1225,76
80,37,6293,1204,136
81,40,5427,12465,210
