x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,0,196140.75,389453,661,9,6
0,1,217315.5,786514,123,18,8
0,2,168366,2294649,357,71,24
0,3,198191.66666666666,3226725,388,120,48
0,5,36598.5,88225,90,37,6
0,6,154554.25,243545,122,93,8
0,7,133645.625,902955,147,60,22
0,8,219121.52380952382,3676789,414,151,47
0,9,265973.3125,3279651,353,129,28
0,10,179266.86842105264,4812656,1420,314,144
0,11,177060,94081,11,26,2
0,12,138138.33333333334,560595,58,7,4
0,17,8295.5,1119,760,3,2
0,18,5357,704,126,1,1
0,21,122310,62556,14,4,1
0,23,237408,162705,36,8,3
0,30,94045,118800,15,4,1
0,33,58837,20493,54,3,1
0,41,198981,517637,167,10,7
0,42,224489.66666666666,568885,37,5,4
0,43,247052,121639,6,1,1
0,63,11668,796,19,1,1
0,65,141727.375,1791038,386,128,51
0,66,217976,1327064,183,37,11
0,68,8142,653,24,1,1
0,69,71980,17810,107,11,2
0,72,13067,2175,61,6,3
0,73,6344.5,1234,34,2,2
0,74,9110,11249,58,2,2
0,75,295229.6666666667,928357,64,3,3
0,76,118416,1083126,381,47,24
0,77,231905.15384615384,2463947,210,37,18
0,78,303853,655458,15,3,3
0,79,215674.75,706969,95,78,6
0,80,154674.07692307694,1618978,210,96,22
0,81,103798.4,423003,64,16,5
0,83,860,222,556,1,1
0,84,178521.55555555556,1410657,238,38,23
0,85,357131,389101,23,2,1
0,86,4040,534,75,4,1
0,89,7589.666666666667,3472,507,24,8
0,90,102521.30434782608,1531627,1083,285,70
0,91,140765.83333333334,989369,736,44,15
0,92,166077.86363636365,3528439,569,232,57
0,93,163475.5,2262400,322,83,40
0,94,211150.25,5292522,423,134,73
0,95,182495.5294117647,2518742,471,161,35
0,96,137404.88888888888,1175388,160,49,18
0,97,222314.4,2077986,234,173,25
0,98,183376.9,2971150,1053,437,84
0,99,104860.5,967393,372,186,42
0,100,349310,1220003,21,17,13
0,101,251737.76923076922,6486326,282,596,190
0,102,202683.65,3573728,135,259,99
0,103,158423.6,419133,226,40,11
0,104,105594.7,497879,86,139,25
0,105,61189.5,71219,101,7,3
0,107,219810.5,245182,38,8,8
0,108,133137.7,629389,143,35,17
0,111,555624.5,1135761,47,2,2
0,112,701884,515680,22,2,1
0,114,248345.7142857143,1746775,160,15,7
0,115,547916,679022,12,1,1
0,116,256330.5,1221075,124,16,7
0,120,280439,329311,22,12,1
0,122,17434,42311,8,1,1
0,123,234896,108055,26,10,2
0,125,291283.5,989480,89,12,7
0,126,219146,218421,21,1,1
1,0,144426,340356,316,10,6
1,1,232684.25925925927,4904610,477,290,142
1,2,171018.84210526315,2963921,351,148,43
1,3,105628.85714285714,436359,207,25,9
1,4,313892.6666666667,542044,91,21,4
1,7,74609.42857142857,554015,192,16,9
1,8,72663.375,556327,197,157,18
1,9,138292.07407407407,2554136,1610,295,60
1,10,150964.91304347827,3121012,732,261,61
1,11,152589.125,795213,237,14,10
1,12,313044,371686,18,1,1
1,19,116765,283653,56,2,2
1,20,4481,502,41,2,1
1,32,402788.6666666667,931877,56,3,3
1,36,251753,275515,10,2,1
1,37,309697,477425,55,2,2
1,41,33630,10934,10,1,1
1,42,207881.5,387898,75,2,2
1,57,18962,706,16,1,1
1,61,9565.5,6294,351,5,3
1,64,558309,1429275,59,10,5
