x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
0,88,48,8,2,48
2,13,2,0,23321003,2
2,14,4,3023321,313122,4
2,22,68719,15,10,68719
2,92,28,2,1,28
2,94,5,1,0,5
3,90,6,9,1,6
3,91,8464,19,11,8464
3,94,18,1,1,18
4,91,5061,881,26,5061
5,24,2,0,210030303,2
5,25,0,233210030,3032,0
5,96,1,3023310,22111331,1
6,91,331022113,11,767,331022113
6,93,11327,20,4,11327
6,95,2,0,23310221,2
7,1,66,389,14,66
7,2,12,6,4,12
7,14,16,1,1,16
7,21,57624,63197,13,57624
7,93,334,903,39,334
8,10,377831,40337,15,377831
8,13,15,9,5,15
8,15,14,6,0,14
8,18,313112,174349,36914,313112
8,95,1,302331022,113101,1
9,13,716,624,14,716
9,93,2,1,0,2
9,126,21311232,305603,10326,21311232
10,15,16106,13,2,16106
10,25,4,3,30233210,4
10,98,0,22113100,221080,0
11,8,17,26,6,17
11,10,1,302332100,313223,1
11,18,23321003,13120,62588,23321003
11,95,3,0,331022113,3
12,11,0,100313221,56609,0
12,12,332100313,220,730,332100313
12,24,5,1,0,5
13,117,5,1,1,5
13,121,1,3023310,21312103,1
14,29,30233210,303031,452138,30233210
15,7,0,100320122,222375,0
15,25,3,0,23321003,3
15,124,2,0,23310213,2
15,127,23310213,11311,48666,23310213
16,6,4,302332100,320123,4
16,22,6,1,0,6
16,124,2,1,0,2
16,127,0,310213120,2,0
17,16,320021,100222,20817,320021
17,22,7,3,3,7
18,18,3,0,210031333,3
18,22,1,0,332100313,1
18,22,14,4,4,14
18,24,26,4,0,26
18,37,15,8,3,15
19,13,7,3023321,320033,7
19,15,23321003,20023,49897,23321003
19,27,1,3023321,303201,1
19,34,22,20,1,22
19,94,223806,23732,22,223806
19,112,56,24,9,56
20,5,2,0,332100320,2
20,22,121914,11039,18,121914
20,22,210031331,2,1,210031331
20,23,6380,16,2,6380
20,110,67785,21082,23,67785
21,0,4027,11,66,4027
21,21,0,233210031,3331,0
21,22,30233210,313320,192428,30233210
21,23,6,3,1,6
21,24,12,10,1,12
21,33,119961,13,1,119961
22,4,6,2,0,6
22,31,0,321003032,0,0
23,15,0,321003200,31,0
23,18,1,1,30233210,1
23,32,303121,554377,117314,303121
23,33,69238,38242,17,69238
23,46,409425,419006,12,409425
23,92,30233102,2113302,78869,30233102
23,113,9521,29,3,9521
24,17,33777,24,5,33777
25,22,11,9,1,11
25,26,21,9,4,21
25,38,23321003,3123,40664,23321003
26,23,4,2,0,4
27,6,0,1,1,0
27,19,79,14,1,79
27,26,15220,12,3,15220
27,94,102211330,0,5,102211330
28,108,22111313,344057,17571,22111313
28,115,0,2,1,0
28,122,264271,7,4,264271
29,15,1,0,23321003,1
29,93,1,0,102211332,1
32,19,27003,40531,16,27003
32,117,374122,12246,23,374122
32,124,1,302331021,313231,1
33,8,14,5,1,14
33,25,739,497,30,739
33,118,9,0,8,9
33,119,1591,22,1,1591
33,120,19,1,1,19
34,8,7,1,1,7
34,105,0,310221113,30,0
34,122,2,1,0,2
35,56,23310221,22103,59665,23310221
35,92,3,3,30233102,3
35,111,23310221,11320,7641,23310221
35,116,102132030,2,6,102132030
35,125,331021313,30,495,331021313
35,127,128138,13180,21,128138
36,33,0,233210111,3222,0
36,71,22122032,253295,11501,22122032
36,95,0,233102211,3322,0
37,26,15,3,2,15
37,42,23321011,12111,40126,23321011
37,123,5,0,331021313,5
38,61,331023220,311,260,331023220
38,83,0,23202112,273302,0
38,84,1,0,23310231,1
38,96,26676,39633,23,26676
38,116,30233102,1320303,377439,30233102
38,125,0,21313032,372621,0
39,10,23360,13,1,23360
39,57,6,2,1,6
40,36,30233210,1113220,418335,30233210
40,56,17,1,1,17
40,60,0,23221131,428536,0
40,63,23310232,12211,9965,23310232
40,79,2,0,331023202,2
40,90,1,3023310,23110223,1
40,113,21,1,1,21
41,10,303,493,10,303
41,43,1112110,82845,11366,1112110
41,57,1380,20,1,1380
41,58,2,1,0,2
41,63,16,2,0,16
41,82,1,302331023,202211,1
42,64,0,310232122,20,0
42,103,331023100,12,246,331023100
42,115,8,4,0,8
42,116,1,1,30233102,1
42,122,331022230,103,486,331022230
42,123,280586,22291,56,280586
42,124,712,225,8,712
42,126,20928,17,2,20928
43,9,663852,767320,11,663852
43,16,9,1,1,9
43,61,1,302331023,221132,1
43,63,46,3,1,46
43,64,1,3023310,23212222,1
43,69,30233102,3211121,191531,30233102
43,70,102321111,1,0,102321111
43,122,0,22230110,549215,0
44,8,679,7,1,679
44,62,39,1,1,39
44,64,7,0,23310232,7
44,67,23212210,294915,11879,23212210
44,84,1,1,0,1
44,122,2,1,0,2
44,123,2,302331022,230121,2
45,17,1,0,23321011,1
45,60,1,0,331023221,1
45,75,249402,15942,22,249402
45,85,6,1,1,6
45,114,85,89,3,85
45,115,20,2,1,20
46,26,32536,41184,16,32536
46,99,3,0,331023100,3
46,100,2,302331023,100021,2
46,119,102223023,3,2,102223023
47,19,1,3023321,1132121,1
47,39,15,1,1,15
47,81,5,2,1,5
47,104,0,23100020,324151,0
47,117,3,0,102223031,3
47,120,30233102,2230300,267889,30233102
47,121,2893,2,2,2893
47,122,9,1,1,9
48,37,2,0,210111323,2
48,41,1,0,23321011,1
48,42,0,321011121,21,0
48,87,20445,25,13,20445
48,95,23110121,54063,6914,23110121
48,120,0,233102223,301,0
48,122,12,23,3,12
48,123,3,0,331022230,3
49,41,3,1,0,3
49,42,2,3023321,1112200,2
49,82,1,1,0,1
50,30,7,15,2,7
50,41,16,1,1,16
50,86,536,716,22,536
50,100,5,0,102310020,5
51,1,30233210,1133230,591206,30233210
51,33,1,1,30233210,1
51,80,20,1,1,20
51,111,87122,5563,29,87122
51,112,93,21,4,93
51,123,463245,455880,10,463245
52,1,0,233210113,3300,0
52,2,9,2,2,9
52,26,1120031,487346,389901,1120031
52,81,3,2,2,3
53,0,2,0,332101200,2
53,19,12,4,2,12
53,20,8,3,0,8
53,26,23321011,20033,75923,23321011
53,64,190081,21270,21,190081
53,102,24,10,30233102,24
53,104,2,6,4,2
53,110,23033133,184890,12617,23033133
53,112,11066,20,3,11066
54,31,197989,12,15,197989
54,32,1,1,0,1
54,39,46815,14,5,46815
54,68,3790,51,3,3790
54,109,0,310230332,12,0
55,0,3,1,0,3
55,3,31476,23232,14,31476
55,4,14,8,5,14
55,15,1,302332101,133011,1
55,28,0,101120221,396675,0
55,68,678,555,22,678
