x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,18,664693010,516692675,213983798
0,19,17,513435526,213574180
0,20,2133132,22021,46852
0,21,13222020,188665,70994
0,22,99,9,21
0,23,466911636,158079766,451839665
0,24,0,21331313,2222
0,26,146764,21331342,451335806
0,27,2133142,12024165,15345472
0,28,2133100,133100204,92686
0,29,123420486,24747638,450495080
0,30,3323027,12135953,3514665
0,31,136043,52476,330331011
0,32,450607096,225124111,597852
0,33,255698,12,213303309
0,34,3,145035164,3303165
0,35,18,9,0
0,36,213303131,228,120021636
0,37,5325711,294708,235207
0,38,5699389,145296526,5317484
0,39,120021337,36364750,453557063
0,40,5181328,133266367,196189
0,41,20,21313019,313011454
0,42,35,13,120021313
0,43,106,65,104
0,44,433053618,101675,2400107
0,45,465538722,165188442,243726892
0,46,39,330225269,139071
0,48,2131237,1305,17917
0,50,45116,52142,15
0,51,312307270,178231,12
0,52,23628024,143498625,23628943
0,53,455686756,154080203,432342709
0,54,645610261,335192395,647968246
0,55,213835211,325019487,225981884
0,56,434218743,155115027,431496894
0,57,443928685,45334519,862826639
0,58,445851373,23849647,294432
0,59,333196635,314874773,647103412
0,60,224634671,324841291,227301212
0,61,4679170,295649542,444697485
0,62,225014593,311850925,333669030
0,63,213773509,323879285,226886125
0,64,227041688,254478274,13929716
0,65,431249117,164592476,13301821
0,66,121047073,25399135,430478087
0,67,587113198,23509975,252676476
0,68,211445475,322091937,34223
0,69,225274,29,33
0,70,196993,21195236,131313148
0,71,462743519,516572149,331731333
0,72,70705,21172775,120023240
0,73,462741256,315188193,131471108
0,74,251362336,35154629,145558142
0,75,146636,125251727,14116352
0,76,112428,21131204,131203435
0,77,2327628,125213691,13517647
0,79,17,200211315,211631420
0,80,1,1,0
0,81,2,1,242221423
0,82,86577,1490,16
0,83,211621290,221120331,10477
0,84,14651,1928,48
0,85,35,5,4
0,86,16,7,211220124
0,89,360263375,46485961,240597635
0,90,120209349,22,8
0,91,1,124015134,1302264
0,92,2112013,2230,40387
0,94,657204409,357379589,193629
0,95,203480920,666446610,167965
0,96,1,1,0
0,98,757,201,343
0,99,101023,99376,7
0,100,12301154,217582,203542037
0,101,192897,1057,10
0,102,120020347,21552346,571423835
0,103,203487,200848,13
0,104,451142366,21551425,451207841
0,107,433132754,21465619,433444721
0,108,46099,73240,14
0,110,30809602,423963,433077033
0,111,14153218,82566,114769
0,112,431256882,22322555,311299224
0,113,1,1,0
0,121,48534,48219,22
0,122,6634,527,145
0,126,0,231202003,2
0,127,2,331123112,123145110
1,18,451577304,24869133,782749666
1,19,214038497,21864975,3188
1,20,4,145134353,13222123
1,22,49179,48243,16
1,23,10063,8,2
1,24,1,1,120021331
1,25,13122313,297598,331335485
1,26,90977,6868,57
1,27,18,15,7
1,28,1,133131221,2133100
1,29,53368,12002150,10000223
1,30,23,133033242,2133039
1,31,2133090,23108,83378
1,32,10,3,120021330
1,33,213400082,303393854,36300
1,34,184,724,2133058
1,35,196795,133031245,2133104
1,36,5511640,12309635,216612683
1,37,483359,503503343,2404332
1,38,213504029,648498627,216648970
1,39,43296,29,6
1,40,4072,100,2133038
1,41,48,7,4
1,42,433031545,101363,247282
1,43,30354408,157885,120141434
1,44,11,151334121,313047165
1,45,213451410,132991,433023490
1,46,433024577,10819,245978
1,47,218981,122292967,166895
1,48,235384647,143294354,144279028
1,49,864561289,45544388,744781126
1,50,213121333,321533773,213605677
1,51,120024228,22543455,645397729
1,52,213465485,321524922,494690
1,53,236474480,464984358,237264413
1,54,120364124,35752622,454894283
1,55,757038089,155082995,431786263
1,56,227992602,768570245,228853266
1,57,426912180,324723585,228046977
1,58,227803426,456043946,230276350
1,59,431480482,166803345,443672807
1,60,445632705,166729456,656677770
1,61,644861869,313427297,833799
1,62,225003604,333318063,645016971
1,63,875984965,155263487,431697048
1,64,764496562,334815465,214148348
1,65,323645055,343958032,657206214
1,66,213976057,453634683,654430771
1,67,223739854,648060092,238473473
1,68,36764,200243566,211355183
1,69,143445371,147573220,273626361
1,70,134308682,113249100,2174867
1,71,13419086,12328140,13209201
1,72,15225457,125424229,13382603
1,73,131517571,184863,23
1,74,14566182,313515566,211496506
1,75,211585144,312112084,120164642
1,76,225519323,526251,120643018
1,78,11321011,60063,41357
1,79,9614,9,9
1,80,36,1,1
1,81,91897,17,1
1,82,2112231,124237214,23374317
1,83,21123015,200281320,91986
1,84,23132335,124313842,23209168
1,85,122031231,3,1
1,86,318167,108824,93
1,87,2112043,124046560,4384400
1,88,1,1,120021120
1,90,87243,24840,17
1,91,68,4,2112016
1,93,1,0,203333332
1,94,63847,200203347,453683881
1,95,2,200203333,203644423
1,96,203333124,200203646,203444509
1,97,414410,200372145,203664376
1,98,203428071,331419326,56505
1,100,2039018,45126186,14371417
1,102,155069,73789,10
1,103,331122126,45114238,13253484
1,104,13320450,96448,71827
1,106,124502,138828,16
1,107,422101,8,33
1,108,9,7,2
1,110,2031317,63629183,32393102
1,111,433050644,303331,76860
1,112,1,1,120020311
1,115,311403520,172530,22
1,116,25,12002039,13163445
1,117,13162211,31536082,361926
1,118,33951,33041,5
1,124,1,0,123121000
1,125,3,451434421,335325
1,126,4656,1143,29
1,127,4371,3311268,331431513
2,17,2133133,221,61622
2,18,226758108,514068969,334191282
2,19,15592813,1021958,2936989
2,22,5,145134153,13202063
2,24,183608,12128162,15265465
2,25,5,12002133,15256133
2,26,6757,5,10
2,27,64408,200263307,213435263
2,28,662,510224421,213369092
2,29,103579,295,8
2,30,33,41,6
2,32,5605193,145454783,5870589
2,33,54,7,14
2,35,7491,3,1
2,36,213591404,503480928,543882941
2,37,120186958,24608699,102028
2,38,3,21330310,330311234
2,39,126886,115742,143
2,40,9561,503244629,213501148
2,41,213879597,200684899,213233310
2,42,245425464,273926800,32893706
2,43,213307812,330356589,213296992
2,44,2131322,143304279,465278513
2,45,433023633,21336114,185121
2,46,32179678,200252051,213243690
2,47,36,21313008,745252603
2,48,9783,21312272,3141
2,49,400751,200325022,213233152
2,50,23686916,287497,315637
2,51,120021316,1300146,18178
2,52,23649977,464955140,24081993
2,53,213479974,12032496,236475734
2,54,228474971,464846905,15074791
2,55,227857610,455924756,228095523
2,56,524606106,334088734,524731231
2,57,862898548,4981931,120405126
2,58,644625140,336425842,645039333
2,59,14512372,143357411,658963095
2,60,15110226,164760310,325902207
2,61,445039314,133640996,333524944
2,62,434072325,165981686,444880230
2,63,226965899,143476469,13678544
2,64,447009389,296841210,442652735
2,65,224349303,343911343,657806296
2,66,928336,201192317,215554675
2,67,425002847,633698444,212179353
2,68,384581837,23569610,252431269
2,69,368108,521827669,214209362
2,70,251341163,3200334,148093
2,71,212210522,514089223,211562133
2,72,2,1,2113131
2,73,2,0,211312100
2,74,301650,533537250,251486558
2,75,134337133,127232922,12097452
2,76,319541,200546860,211315335
2,77,475,12,11
2,78,135986,511623742,211723969
2,79,251199522,1368987,120272378
2,80,135305,31,2112226
2,81,5,6,7
2,82,211265111,421422975,211500878
2,83,28,3,2
2,86,17,6,211202232
2,88,94550,91972,12
2,90,1,1,120021120
2,92,4,1,1
2,93,1,1,0
2,94,6,0,2033333
2,95,62679,70102,3
2,96,453585110,23660126,333649640
2,97,112636,16,29
2,98,453642986,22094261,333330386
2,99,68498,70684,331231037
2,100,451251365,22641364,120270577
2,101,146918,66,51
2,102,203335686,5028,677
