x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
0,0,33671,30214,65,16835.5
0,2,311231120,22102,7035,311231120
0,4,11,24,16,11
0,6,311231020,31212,16777,311231020
0,7,234,71,6,117
0,8,466511550,435266130,123222782,38875962.5
0,9,123102064,331123436,123125481,24620412.8
0,11,311231020,23221,18075,311231020
0,16,58,0,311231010,58
0,17,1002300,53779,50264,1002300
0,18,165758,90422,106,23679.714285714286
0,20,311231010,231011343,30351,155615505
0,21,75,28,311231003,37.5
0,22,47680,331123728,156536097,5297.777777777777
0,23,123100323,100323462,74239,61550161.5
0,24,60447,59081,24,30223.5
0,25,37683,23929,123100457,6280.5
0,26,427,227,311231069,142.33333333333334
0,27,0,230322112,0,0
0,29,220,80,123032223,55
0,31,16128,6683,123032157,8064
0,32,123050698,363249180,139280,30762674.5
0,33,10,59,51,10
0,34,94,73,33112303,47
0,35,47386,50622,6,47386
0,39,123035569,17930,1002,61517784.5
0,40,434261493,264785132,465459863,39478317.54545455
0,41,342440305,564894002,342605072,20143547.352941178
0,42,120,112303136,336225766,40
0,43,5,1,1,5
0,44,342342443,3326605,31124462,114114147.66666667
0,45,16128,3319306,342243558,4032
0,46,311230310,13132,39472,311230310
0,48,303100320,3,2,303100320
0,50,49908,31057659,123043872,16636
0,51,123105953,1386,771,24621190.6
0,62,12,362123346,26312,4
1,0,123112022,112022443,12951,61556011
1,1,0,231120221,3,0
1,2,313331124,231076707,72168,104443708
1,3,46201,42993,17,46201
1,4,9471,20,103,9471
1,5,19,3,311231020,9.5
1,6,6,234331543,2031241,3
1,8,313380982,132052,82631,39172622.75
1,9,160,214333643,343339399,26.666666666666668
1,10,27,3311236,313254250,9
1,11,13,231020236,33112333,4.333333333333333
1,12,2,0,310202320,2
1,16,39113,19,302,39113
1,17,539,234321529,34114711,89.83333333333333
1,18,311231104,2337,344383171,77807776
1,19,343212535,113312231,310174042,85803133.75
1,20,27,3311231,1001332,27
1,21,16,234314531,330041,8
1,22,311561015,75077,115791,155780507.5
1,26,123125096,865,226,30781274
1,27,311230478,3322416,343479188,62246095.6
1,28,32260317,62075,15924,10753439
1,29,806,18,1,806
1,32,980,242,31,980
1,39,3224,362323147,123239290,460.57142857142856
1,40,14715,386,32,3678.75
1,41,30,8,8,15
1,42,1185,986,32,395
1,43,2,1,0,2
1,44,1,0,311230311,1
1,45,0,230311130,31,0
1,46,0,230310132,20,0
1,47,1,1,0,1
1,48,33112313,113306405,336215035,6622462.6
1,49,3,3,0,3
1,51,3,331123031,3000,3
1,58,28,7,123031006,14
1,59,54,331123049,2101,27
1,61,342268330,233688492,342300967,48895475.71428572
1,62,336269227,113324197,459294658,22417948.466666665
1,65,0,821,100,0
2,0,344324194,114431515,1510,86081048.5
2,1,3,3311231,323253240,1.5
2,3,6,3311235,2100120,3
2,4,343322337,2100039,33168010,114440779
2,5,41624,45920,24,20812
2,7,3,112310203,310204221,1.5
2,8,343394218,2079996,52991,42924277.25
2,9,10,234331532,2030133,5
2,10,21,316,62,21
2,12,37134,61,260,12378
2,17,312271588,231073696,53539,62454317.6
2,18,59993,8876,123101148,11998.6
2,19,123101058,101002470,23681,24620211.6
2,20,145,57,311231028,48.333333333333336
2,21,40954,28,48,13651.333333333334
2,23,62,114,50,31
2,24,33112343,323112,343152347,11037447.666666666
2,25,310032311,0,0,310032311
2,26,0,100323023,35202,0
2,28,96,112303235,336334517,24
2,29,336333406,2211105,31158,168166703
2,30,33112303,114435450,12265,16556151.5
2,31,868,18,1,868
2,33,311230320,230333453,14995,155615160
2,34,32071047,67029,46114,8017761.75
2,35,2,0,303201321,2
2,36,8,2,33112303,8
2,37,1,0,303201033,1
2,39,336240254,113504890,3661,67248050.8
2,40,13141,10425,39,6570.5
2,41,87,37,33112346,21.75
2,42,17135,37728,123031130,8567.5
2,43,123045846,31126103,51202,41015282
2,47,11268,975,27,5634
2,48,19659,3418,25,6553
2,49,2040,31,11,680
2,58,3643,130,126,1214.3333333333333
2,60,59703,19582,177,19901
2,61,45,135,38,22.5
3,0,5440,44,344332449,1360
3,1,62,213,29,31
3,2,41,4,0,41
3,4,42250,44,141,14083.333333333334
3,5,37382,112310241,310210143,12460.666666666666
3,6,53,54,28,26.5
3,7,2031210,22573,14147,2031210
3,8,106291,74809,33112733,15184.42857142857
3,9,4,0,311231020,4
3,10,55258,1531,103,13814.5
3,13,0,112310202,3200,0
3,17,7865,3311243,1003223,3932.5
3,18,18,331123125,2344,9
3,19,123101142,101002686,23496,30775285.5
3,20,48126,331127599,123103181,6875.142857142857
3,21,325,747,29,325
3,22,33112311,112633353,310054835,11037437
3,23,310072110,28452,34,77518027.5
3,25,0,112310032,3112,0
3,26,8,331123100,323030,8
3,27,52715,35,50,52715
3,28,43350,33345,357,10837.5
3,29,92,35,59,46
3,30,4,2,336332604,1.3333333333333333
3,31,303213226,10,11,151606613
3,32,33,5,2,11
3,35,303201313,112303201,3134,151600656.5
3,36,33112303,2013131,69424,33112303
3,39,6,1,336232506,3
3,41,31132227,6399,303117505,15566113.5
3,42,336225507,113435136,62654,84056376.75
3,43,8,331123031,121233,8
3,46,14540,54,39,2908
3,47,31013123,38543,58280,31013123
3,58,303130916,28838,38,151565458
3,60,123031002,31002065,60205,61515501
3,65,34857,30,118,34857
4,0,7,331123112,123422534,3.5
4,1,311231218,346738664,323625405,44461602.571428575
4,2,12301321,46094,42751,12301321
4,3,42392,40287,343322384,10598
4,4,41187,31,165,13729
4,5,15,102100000,311270001,7.5
4,7,29,112310203,433307353,9.666666666666666
4,8,123137009,433187999,310273201,20522834.833333332
4,9,343315333,114340434,46578,114438444.33333333
4,11,2023220,91499,98207,2023220
4,12,38860,32979,20,38860
4,19,34,112310100,310103323,17
4,20,38994,35156,32,19497
4,21,43041,364,95,8608.2
4,22,53,22,33112313,17.666666666666668
4,23,5712,709,35,5712
4,25,43567,3351331,323212,21783.5
4,26,54706,315,80,18235.333333333332
4,28,30693,3337549,32213509,7673.25
4,29,123032212,32211463,123049286,41010737.333333336
4,30,124789,331234220,211266,24957.8
4,31,343440537,233666886,343535980,68688107.4
4,32,31,24,2,31
4,34,1,331123032,23322,1
4,35,17,3311231,343243643,5.666666666666667
4,37,311230322,3323332,32024083,155615161
4,38,32012032,230330647,2316,16006016
4,39,46372,10,3,11593
4,40,35,362433342,317104,11.666666666666666
4,41,342474381,233648528,342493747,34247438.1
4,42,8,6,7,4
4,45,2,7,3,1
4,57,1,0,303100213,1
4,58,0,112303100,2130,0
4,65,30800,29249,23,30800
5,0,8088,96,56,1617.6
5,1,123168709,331177138,123415895,17595529.85714286
5,2,77278,26395,63,25759.333333333332
5,3,51019,72,123102279,10203.8
5,4,123102115,433223512,159740,30775528.75
5,5,14,4,0,14
5,6,123126912,1486,100,41042304
5,7,346511752,236515394,346423298,23100783.466666665
5,8,310274153,34237,329,31027415.3
5,9,46312,42867,33112336,15437.333333333334
5,10,3,433153304,83230,1.5
5,11,123102030,201,237,123102030
5,20,343212611,1003023,53789,171606305.5
5,21,779,303,11,155.8
5,22,311597263,234428910,311659562,34621918.11111111
5,23,123100335,431453303,123437402,30775083.75
