x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,32,102015,18512,9
0,36,37186,16333,11
0,38,25983,22533,8
0,41,109290,36776,11
0,56,391499,29677,8
0,61,4235,969,179
1,31,83295,5659,118
1,35,84689,33262,11
1,41,83855,44734,10
1,44,29757,15948,14
1,50,128506,63129,7
1,56,81602,18687,11
1,69,102613,48176,12
2,32,10377,9909,9
2,33,54239,10320,10
2,36,53068,18636,8
2,38,80737,20753,8
2,39,45892,23287,24
2,50,247280,21783,34
2,57,48185,14170,16
2,67,13136,805,43
2,69,98939,38077,13
2,72,12689,1528,110
3,36,90713,35799,7
3,38,15040,20871,7
3,70,66304,18041,10
3,72,65122,18736,12
3,73,75866,11542,17
4,54,97716,16719,53
4,56,109271,18727,9
4,69,35129,5379,38
4,70,216217,20001,36
4,75,79923,30434,20
5,20,80351,27890,22
5,33,109857,18031,97
5,53,77605,16384,9
5,70,18694,23900,37
5,73,24919,13135,11
6,57,219513,20340,4
7,32,7618,6825,9
8,35,100890,14170,124
8,60,15945,1357,15
9,32,8605,8314,8
11,110,4192,738,15
19,53,25225,4438,11
28,113,13067,10204,68
29,89,27100,16613,18
37,106,21015,4509,661
46,7,114594,94605,11
48,8,20282,75557,20
49,47,279274,32307,24
56,122,61688,33401,9
85,6,25208,4321,14
87,6,12190,2409,11
